Block: 14461
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
56077 14461 2021-11-11T01:15:02.225Z 2021-11-11T01:15:02.079Z 98a719741ad00b28b509d816a30a6be701ee1869d1586c4c5eae7e9ccdb10e0d 98a719741ad00b28b509d816a30a6be701ee1869d1586c4c5eae7e9ccdb10e0d 98a719741ad00b28b509d816a30a6be701ee1869d1586c4c5eae7e9ccdb10e0d 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 12580 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 03e16d98215374ba740a6859b9ea79db65005ddbd8919b12675e2ebc241e159cd1 h1hRidsebm7rHbza/LBCpe12oDN083wsqzBxhK6DYkkAIe6EX8gEhwvhVR486f/JEDHtuMfy6cWsRCgfGCqPpg== 98a719741ad00b28b509d816a30a6be701ee1869d1586c4c5eae7e9ccdb10e0d 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 46VOnCZJc2TgpVl6LCCuFuaovLWywwDITRFv7TzrsIwWKy+T7OEkhwnFrRZ88ytwfN5lhrNKxS8ZL/ArQClutg== gjg0LS0rreStMxfnYYlgaqZMTUeDEfDDcvm+Dt2qYZGivCmusN3xmZ8CEa5n6G8uaz6OkqE4ppCVicq0dtQHjQ==
56078 14461 2021-11-11T01:15:18.377Z 2021-11-11T01:15:18.090Z fa58738b1732cd23dd86c15c26503edce67c6756f37724ba9666a8f39dbd6728 fa58738b1732cd23dd86c15c26503edce67c6756f37724ba9666a8f39dbd6728 fa58738b1732cd23dd86c15c26503edce67c6756f37724ba9666a8f39dbd6728 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 14460 02c4d1aa0c0b9bc0008fea067a2e8a3905906562745e0d9ed7481e459b62715a70 02152f33a6844f539b97587a6d8e44ae708f60b0ae3c41716dcbbc5ea723699623 6OnN2QR/Ww+khai6jJzrA/NzI3eiY0UOlbZd+y+s5dlOvXihlY7HUQyquJZsoptJVkEQfa7jGDzWBQyIqxNbkg== fa58738b1732cd23dd86c15c26503edce67c6756f37724ba9666a8f39dbd6728 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 lMydNq0XWSG6lVudu3B9sDl7gLvA4G0c6C9/FLX/KFE4GRx2g58+OzIe+pXJWsxLoEfpD5hzlG9vy3cM/rt3qw== 5CK9OTlVuYZrtyCGXh5a40LHO6USClJAUcnrEjRRA3757eNzcVzManB1Kb8i7OBa8QuB2PxuJo1jeUMvzqQ11g==
56079 14461 2021-11-11T01:15:23.038Z 2021-11-11T01:15:22.921Z dda9ac1618c46752d0d25ff1f766fdbdbd6fba4aec4067205b34c0632724d64c dda9ac1618c46752d0d25ff1f766fdbdbd6fba4aec4067205b34c0632724d64c dda9ac1618c46752d0d25ff1f766fdbdbd6fba4aec4067205b34c0632724d64c 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 14460 02126ad3317e832d720f3bee35a674ab8150ea50333b3ac008090243c88349c6e4 02d164111d6b5671c7ea0094cf29d4e79346108f3b28def8c54dae45e8e0fb964f XbQVWR23KXRvj2boHoH9gCuzKvOVfj5WYeAgMF43JpNxNDhFBOsa5P9b38OQOUoBQGc9bSTu6dtdcno0ERj2ow== dda9ac1618c46752d0d25ff1f766fdbdbd6fba4aec4067205b34c0632724d64c 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 K2t1hJF5bUaA72Eqf6L3CdIFe313UPFEbqRLrlyY9/H57oRTyJeBE40bzXcrvkGsl1H0CHz0WQDXJnCe9DSrVA== 3wW7uvcJfhmcZGCad3AAAuS2kM3RKyRNY5GsNIAWGcqUteGA0RLMJ1pcpfTy49Wh+T0VrbSCg5rtJrHPkPYKjg==
56080 14461 2021-11-11T01:15:32.816Z 2021-11-11T01:15:32.675Z f099ee58613886083ebd2643d6a0098b45ff1fa72846e2ba81641edb5f0884e6 f099ee58613886083ebd2643d6a0098b45ff1fa72846e2ba81641edb5f0884e6 f099ee58613886083ebd2643d6a0098b45ff1fa72846e2ba81641edb5f0884e6 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 12581 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 029eed5b3d1493f802757bd8201c1f9ba52a34cfecff36e51bab48641e5e091e11 50Jk5rWK7+EvMZkQbQZJVHOKqgqh8ZyR+o03yHfTgj+lrSQMD40pnI6uu4bPmzTTzOhOC4cOz4kxDIfez/7Qtw== f099ee58613886083ebd2643d6a0098b45ff1fa72846e2ba81641edb5f0884e6 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 cVWsIi6df2Kx2jCLyQlbFXqrP75ItzjYmy9w5bHe8vTLET4z3suJ2I4932M58QPwJxstvdy/ofUkCupSzkAq/g== pNwRySZu/ajJPzC67b4v6/aVRd6QKScl7J5xGeEIXca5OxUbExO6k+jfsz+ARFYkLRAuOIginntt5A1icPvW8A==
56081 14461 2021-11-11T01:16:02.201Z 2021-11-11T01:16:02.085Z 904c34e6e47d1eace69207739cd8b47ccd886d4e21395c3bd234311861ab7723 904c34e6e47d1eace69207739cd8b47ccd886d4e21395c3bd234311861ab7723 904c34e6e47d1eace69207739cd8b47ccd886d4e21395c3bd234311861ab7723 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 12582 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 02c8ec491c3e9d07ad167701b0318e1c85a08a4865bdc80f94dcfb220506cff1c0 QyhYMSwLG057IkBGZY6Kt9WztcEsmvKYF4r6u4e8SS5ziuzf6KXxYJPlahaRMhwUnH569ODYZT66Usu0DCemAA== 904c34e6e47d1eace69207739cd8b47ccd886d4e21395c3bd234311861ab7723 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 ACTJhdOvPEFQbHFVoDSCIKzNzlRl1KOHvEDRaFplZO+jb6Hsq4JJcH1DAlDwr8wX2AwxSXRwcAumeHedV+IFLg== /qKuSbYQ3Mwswm2foqnvvFmcvj8H82wWLhnEoV0wNzrkEuvyNOjscpfVh09xT9iAy3qNPijs9m41JfbI9bbscA==
56082 14461 2021-11-11T01:16:32.270Z 2021-11-11T01:16:32.130Z 4e542a6c5eb1da93291b1f0a383120cd8bf37cae91a2eb71b00a2600d0e4efb0 4e542a6c5eb1da93291b1f0a383120cd8bf37cae91a2eb71b00a2600d0e4efb0 4e542a6c5eb1da93291b1f0a383120cd8bf37cae91a2eb71b00a2600d0e4efb0 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 12583 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 02dc0526f1500f415931638ba2580995e7f535a5efc8f2bcb6584ae0ee85e1b3ad a/g0J3hVa9OW8QCXOAY7+Q8Ykvdvavp5rnAusjharOsjEa1lkCQbMPJnv1HtteUy1wa+tzFRp7gcofZTU5IJoQ== 4e542a6c5eb1da93291b1f0a383120cd8bf37cae91a2eb71b00a2600d0e4efb0 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 u5FdnhPEkMFCjJiyJUxc3hZ2YgyMkkyAmvIJeHr8D+EAfZuP+DgnaxofapcUzv1gTXSGs+xP7wDRv38zXesOmQ== ensbAInGdsCjefgh+9AkuBfK2VUQPxiFQegeoV5lB+bN46z4gaNav9w8R34NXqYJa2/TUh26oZIUQ5ohtoSzTg==
56083 14461 2021-11-11T01:17:02.079Z 2021-11-11T01:17:01.964Z 5461174ce1c5bf015328d6e7ad06fe25d71bbf404dd51faa905ad9f8bd1b2e2a 5461174ce1c5bf015328d6e7ad06fe25d71bbf404dd51faa905ad9f8bd1b2e2a 5461174ce1c5bf015328d6e7ad06fe25d71bbf404dd51faa905ad9f8bd1b2e2a 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 12584 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 03e57f86dd117186b49864102980e2ed0e10eb5101150b450cc9d9eb7e0791555a ZZF7MDgsCqvrQ+GgxbTKDypZUb5okKaH3nc2vXqwzM3/fkLFtLx2kyd1oKRyiWVnqAdypJFA8x3qqDXPcQqW5w== 5461174ce1c5bf015328d6e7ad06fe25d71bbf404dd51faa905ad9f8bd1b2e2a 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 sPpK224QN5bU4Bhu3xMTj6INgtpyc44g9P/nF7MjA5si3e/t/PHQ4qmdbdlB3j6ZVYhgeZOHjNpeJH1ZGoOkvw== y3EFCFVK2PPYyN8dWFr8EMQfO26LhbBaYdfQtvAzsLgjAy4ZfUWMoruP0u3sXDct/wSBnF8muH7WOEY7oowapQ==
56084 14461 2021-11-11T01:17:32.184Z 2021-11-11T01:17:32.042Z c4776b629341e1ef99e356ae101fefb9f58c65b0162eef0dc896378a954d8c22 c4776b629341e1ef99e356ae101fefb9f58c65b0162eef0dc896378a954d8c22 c4776b629341e1ef99e356ae101fefb9f58c65b0162eef0dc896378a954d8c22 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 12585 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 0247a63451d8968316fba40387a4eb6932c786201ce7f43a1c08198197de0ab01c R2shBheO3vCPNykOnxYUxYJb/Fvcgnask6dsER3yqqVBfo9e+O1kpGdLbs704dDVUk/KybUCDPW1isKMLEiLBg== c4776b629341e1ef99e356ae101fefb9f58c65b0162eef0dc896378a954d8c22 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 GY7MrGaKuH8NW+SJlkdwXqbQiNEXlJPvewprx1/dkYU9KFq5EMqdFYKjnH2i8C9SsACLui74A8i3pk/ZDrTMsQ== 3Ayyu/ia2qtlOCPjKZFFb9Aezl/E25v8ERIQYcoUq0bJjKFD7RLvRswhzjDbWN/Vr/bZM98f3dnqN/lmCrP8RA==
