Block: 8874
Row Block TimeStamp DocumentTimestamp TraceOriginalId DocumentHash ContentHash PdfDocumentHash PdfContentHash Type DocumentVersion OwnerKey VersionKey OwnerSignature OwnerSignedData VersionSignature LedgerSignature LedgerSeal
34949 8874 2021-08-24T15:00:07.953Z 2021-08-24T15:00:07.436Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb 4db058baa179dcf44acd4d6e9fe174f72a4f0050c48045a1ac24743fc69ab525 bcf120345fbb684aefe32c769c6e90ab6a97a84294ce16997a11e14d7b0440e1 03208afef06ebd4b2770a4301d301f8c807e1e98d0b2da711e70fbd6a4a5a8a5 7b33f8f254359dd5f31d7b73935367453e3a973844361905468e14a463aaf83d AME 22 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 02ba0c4410e701e62fb7ce1505924ea5445a69f594f663d51f50a904360faea707 MkiHIDfYiQa0Rca4Ms7c2rKrXFkQ94ixM8izlBhiDKY/CNbutPmQJtC1MLFdi5VDR3hciXGvnJh91akUHUy6Gg== 03208afef06ebd4b2770a4301d301f8c807e1e98d0b2da711e70fbd6a4a5a8a5 nwIVswHo4+VaWjR5XaCUKzDTKOXJ30/xXpzSKgmefitPhB07oRLkgr/chj3n2JShm38LU/j4Dy45uXgLC9kN/A== Pgc9yYsfhahZCBqr2co9TZt/0E7aOPYhjbwY2Ds+xAq8pcg+FGZO5tShYYmltTR7mQ/FGZfVaxYakBExSjnTgA== jdQw95saNmTwuXhQWn+8uN8ScPWt7Ld/7adawMxo0H5jwMmRxF0YfuxcV5vrTULokHKKm8i5IQlhIbrtK4LZeg==
34950 8874 2021-08-24T15:00:19.555Z 2021-08-24T15:00:19.038Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb 002801992061183f6c99f1f4dc3d27a824b25f9ee96186163af32b676400a75f af4593ce9b6ec8b01dfe0e4ebd0a04aeae9152a0e5009fb3b334b45006c38d34 6f42cba0ff7399795ec2c00290fcd30b19fe5048e6b12b918185b9436195c016 496ce8e854ceb35528d9645c556fd62e9e765918585deff63857a75ffa3517ec AME 23 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 03d53caded50a634249d986f54b9e76b344db9176ab44ab0f1973d6060358d42d7 e0ibbf3ZE9moIOJTvnYPMQufXoIQYeb9vJ3rwWOkU3klv0wVxem3fR10mYfH5G9aJZi83bV8kPip06975HDWOg== 6f42cba0ff7399795ec2c00290fcd30b19fe5048e6b12b918185b9436195c016 NKE/n+Ssc53J+nhFCQtS6TxPj5GNfi4SGM5jzCkVj+Iqa4+241YDPul6whtV6pl7X1Q7K/dLkrV7IdmMiydDEg== o0e+AplNIf53pvqB/7fOKBMo1Xh4ocUq9I4B/7nTG6PIfQmUoDt5qVhf1mtGdoFnSpJhAElazP9WX5gJzBEzeg== FT93Hf/HJEIuWKcpXt+u68Rt/Rkdvpphx9KA/ddF02d+RkWPly0Hxci4+yLV0JMIy9ixxU3Vo5vKoVtxBjQGdA==
34951 8874 2021-08-24T15:00:28.983Z 2021-08-24T15:00:28.697Z f0ff3f6072dbedb0cc253d56a6db5020a005d6ab33434096a6fcd69fa8200184 f0ff3f6072dbedb0cc253d56a6db5020a005d6ab33434096a6fcd69fa8200184 f0ff3f6072dbedb0cc253d56a6db5020a005d6ab33434096a6fcd69fa8200184 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 8873 02c4d1aa0c0b9bc0008fea067a2e8a3905906562745e0d9ed7481e459b62715a70 035ad4128c2ebea14f2861596a764f741613b949db7db4ee02cf8a899b3257b8e0 vGt/sePowNQlqxf71etwPAybDLnSdBmCVcvl7pnTLBK1jh9fN4Ky1RLQnaaQ+yeD6vonCJkQWDXuL0AaRyeqvA== f0ff3f6072dbedb0cc253d56a6db5020a005d6ab33434096a6fcd69fa8200184 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 ryP00bHJBpmiZss0ZFPR4KP0jnn9lNB4U2yeM2UI7QbD2/iOMhvICXt5OLJtY3errgRAPQ40rn49Vvy7jyyNrQ== W/g5X7NmApt9D42wmOBRiP7RZj97Z3QkqTBh13wOai7iSR9Y52/dKJ9xkZUu3LT/ABZo80Ej1uJqp3GbIpZtmA==
34952 8874 2021-08-24T15:00:33.574Z 2021-08-24T15:00:32.992Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb 73a6fd9348f5adc33a92e8289f94465dca07f231e96d82f79164f9cb796199c1 e9d67ba1bdae6eb1d5e5df7e42bb4e16b1a8ab97b4d7e702050fa1cc5ca27573 3135588f20baa6877adf590f9fb288d30186fab14d32c185b8d1a1905bf2b0fa cbaed4465320bbf10f22b246f7a25790235b32253cf02aa9e9678675b1e3656e AME 24 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 02975f638b37919b09faf4b1861b70ec410aee312ec1f736ea88fa5778bf2d8388 TurJhatTkQm/IN1TnbS0QYrfbuTcHPNdcYeLUPx7nLTHcXDs5+jCthWG3sweh6cRI0s1Cek1pNOf3yamoCXAwg== 3135588f20baa6877adf590f9fb288d30186fab14d32c185b8d1a1905bf2b0fa kUsrAVcE2+xkRHyTcZ/r95prwFYPTZFiljAmuUdKSK1Nzc6X7KkqxYjm3vj2TLkMq4YI6CkAt7oM9pnsS+kBMA== brF2xbtvd4RfBtMa30oyltvpG7Jsvc6PRRqTXP1nQAPpd0Gzfb+QTzR9z+nTyGCq54fy4qGhlwkuo5ghUJBUkw== J1XqSf1BEdH7g5Saz6siIq612rwdPyZZ3PjmkyjXRccprfOjXwNZcxMyCKqieUzQzyr+a73FLbdWjx9T/lVjGw==
34953 8874 2021-08-24T15:00:38.142Z 2021-08-24T15:00:38.026Z be05b1550a6d9d9cf05f7fea69d0fc9ec50049b35dc017a58a7318721b0dcbb7 be05b1550a6d9d9cf05f7fea69d0fc9ec50049b35dc017a58a7318721b0dcbb7 be05b1550a6d9d9cf05f7fea69d0fc9ec50049b35dc017a58a7318721b0dcbb7 0000000000000000000000000000000000000000000000000000000000000000 0000000000000000000000000000000000000000000000000000000000000000 HBT 8873 034c5e17046e3538582c0f44a33b958771e4ccce6aebce0a01c8a9418df1e1abd5 034508592681ab7f12fe55f2ed5b97ecfac6636584cd149a1612a1b63aee4b8bb5 3ztveX02W7F7oLFr5cznIoH6o/YDyPzZL8hwBn3ZmLP3JgHe84Htw/kA7kqIqe2Af4NxxdYeCCQmcxikRDkjZQ== be05b1550a6d9d9cf05f7fea69d0fc9ec50049b35dc017a58a7318721b0dcbb7 0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000 tFnhxMpQBPuhxqBSBrEA03OALPivPmjK2DqUvRA17iOgbzLZvmv1ZNb+IjO2Zr1CX9fNgids5Js33ECFh+3CMA== maqsqyhfZBJ/eC/phcBHP+IWZY+MRX+b20Ycyv5taYwiff9KCVy/VJlw3WAEaGb8pTkFNUpyzqq3JvTsebVKoA==
34954 8874 2021-08-24T15:00:47.208Z 2021-08-24T15:00:46.706Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb 530dae7ca606d0b042779e25c0393fd1d9600b4f90ff251c5e5bb22032d65d3e 46baf9f14ceecf73657d334b3a4d6da2aeab1168e7ba85fb2bebd98d630869d0 60172ddeb8046bef3a3d8fed327fdd77b9fd3095770a84279165155885cd9cd2 d085ff00c7e6e338e5f0ea79687c74bad6d3022297e54213408e2e2a2c2aa9f3 AME 25 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 022e81ca0b91089974d78b1fa204c5926fd4b47d0058a51619e69ac90020c86252 4A62RIOKTjiDQZp+oKGU+hRdUzRYJdOaQJ+Ng8SXGuQ5RBo1uUzqJ8uCe+14RcHUUzdxvtUEl7yAhrKNCee5ow== 60172ddeb8046bef3a3d8fed327fdd77b9fd3095770a84279165155885cd9cd2 mfl+moEu8nla5u3xLPb32wCnPDg3+2w9VbBUplSPI7yllH7DArgN9fjibTXM1D/kZMCn3Xj9rX+5AWi2lOGD2w== M1Fv3ZF5Y5I/yVaGBsWUPk5dZRNI7VqbCsKrwc4NJFrtsnFEtxGYaikBsh6qX8MhaE75gV+7ucAb+BIjh/Hh2A== Yi2P8i9lHC5Mw4fROhAoI9FzT5EynMQDNlbQCUzEFO9scV8N9ftzHnp/F2ida9yJ9rNmSMA6DUTeyKVf4tTiwQ==
34955 8874 2021-08-24T15:03:19.172Z 2021-08-24T15:03:18.622Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb 1aacd37f1c9a547a96f9650c2344ad9754070fe3ba8b8ac87e276f9b9f3d7da8 1b50c2dbd90d9cc2c0b12033fa08538942cefd93bee1cfb32b5f18240a7dbe46 6d7e6439f8e374a6ad1462015419b303b72a9196c06594a97d7cfb2f47df4571 22c8609f71d2418e77aebbe39e1b28c9318f3002155aa849c99e89740ed38dc7 AME 26 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 028592ef5746c2a234f2619929b2f25082ca2f58b3ebef39dcd74cd7e0f3903c5b gnReVAm1aR0iCZLeKYRWcifsKcXzDc2MZUeh7CTtAVPbIIUPsZkENLaVsnKL4ryXkUPia8WaZs5nu0QegVznYA== 6d7e6439f8e374a6ad1462015419b303b72a9196c06594a97d7cfb2f47df4571 AyyhuHUecIAtAKU8r5qJ3FgJEloGGBkkU5cqzo62+7pPrWjJNs9KrGBV86De7ZvO1Xpt8wrhmxZ1ylRVTokUtQ== PocDnm7+Yzh0CjTp66IeDD3HxRjhIJUkkDrtWvOAVEQfdzOq/kfupQ7UuDghFuwBUvwKcgBQ3nggeRUHwN/j3A== fOeTkMyjg9K4cYvzorsONT41VMkVJkoWohd//YvNE9m1wWfFQDlo7VKkkBYxgS3Hlgkn6yJwV0Ijip3yuCgbZw==
34956 8874 2021-08-24T15:04:10.790Z 2021-08-24T15:04:10.236Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb d62871b4436b357d3f104bbd6421dbc55c1b5a722062902ce639c81c22084fca 4fae220104429ed5937aafb257e5e34d760042a88dfb4f556429919f8b6a603a 3bb8ed47a3421799d296940025ddfad012e903a64b7061ed533f663a383e58e1 6c0a1a014475f976928f62d7c3b7fff8f901f7f65c9f34df58dde3077d3fea1d AME 27 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 03fda1002620f4a3ac9997056a756182c9fd187023faa69e444be238063f3f079a 0NhMIoum0w2WyJNBW4jSQgxCxBd6A8lM8g6niYTkgZy/mtLtYqUeqPfAm+L0lgwLNh6aVNj+k5pGlTVQ/Lkiqg== 3bb8ed47a3421799d296940025ddfad012e903a64b7061ed533f663a383e58e1 wcKiipAwf53sb/Brjq5qyoB/hlw6I9XPIZF2mPXJwW4rIFypJuitGBXVa99OTSnwad2wS9Ek9NItH5CECD15Ew== aXJ6Vw2OqFaclHI+G1Lonshuz8eh7IRnoASpaATvmrZ5owSP94eEfJ7juS3tQxwQ55aW7wEy9RW26MjC89s+6w== kval0PDDlzEvFK7sZwMZ0PSokBy9VzvcUcWV0PyXw+NQTNzwhHb4z55oUEKbDETfnelFfaS1YtGJOEZVsbwBwA==
34957 8874 2021-08-24T15:04:29.559Z 2021-08-24T15:04:28.982Z 49ed8e6991b8393455969df07f2d1b357b2967684b5b024f0617fb4a1ab0b3eb a08f4858585a294bf0586560b6b72c68c293c433fef7a4b3c2a81127b1871fed 26521b807b2dce5624bd3f29c4e121dc02c65eaa703db2baf532b8d9d55fab96 6dfdaea4ac8a93bfffd3208858eaaf8f38d164a6affbbb82aeecaa4b23598819 e2c05137bf19cda1b9c286f0f47d50b8789bd4f52e68410a8537809f94d13110 AME 28 02a497112f77145939e3ad4e22add31661bee34ee4f1f08a02ade5765fb6b04d44 03fffdd37dcddd20e1683e36c0e1a2700686bd1fe50735888c8838bf8d397e2e43 fAsXoVrQ1s4iu0jpcehsXpKrzOzC90T/gvgzOgs0ao5HXNNZ2SY7OFdrqvNlegT3/bXBY02LKEbAxIVqYbs8LA== 6dfdaea4ac8a93bfffd3208858eaaf8f38d164a6affbbb82aeecaa4b23598819 l5Cdq2xaYxtLP7U3bYwRuh9QzBhXnryuKK/30icJg267xLwelAm9Inu1preTYuJX6Xgnx9IBsNkUt58U8ELGXg== pGcdLiuEvHZVWdRJazVGQ3dAEGnHjgH1l+9YYZTss6LXEFCfO4W9JIO+s8mPfl0XyXNEWPBuDs+mNUOCh3e40A== cDk/XXa8lhx+6SJvZDiwQMLT3Np+maHwDju0Xxlq8lGTFwjvAmcny4hMe3Py+9pfS9gFfQzz10lz3rFqqWK6GA==
34958 8874 2021-08-24T15:04:49.225Z 2021-08-24T15:04:48.953Z 65fc346db2ecc4681e41ff3554bf972f6ec5ff58c0ff2cc3c5631aa523d04935 33dd13f6905b8935659848aa8f7ce27f42d14c19a366287f115c3873e1bcbdfe f4e774bb0640c0066b580176aa6dac5f47128122a6ec2634d08e48d1b38387d3 de10bb2c25420bb10262530ac47e8b1c5ec5acbd27accf1e9af7533478b6d329 882095ddef4b6f3aab5f3556321b5a4d867c458a1792a9342fe12ac7aa2f6133 AME 2 02290cb876dc1d1a965416ab62c66e0d3a8c39028e16c6acd99fb81d970613e0ef 03d48d24cee530f3f57635d3c2091a117251ebfc6645d48ee4ff5ed4e5920779cb G3De/ERURxihfY3zSaO2TnhQGRrFNxDAIL9OwYAb+TW4ZxA+paiwiS7xUxGnVHl9gMexL6IWcTl3qb4rUqIF8w== de10bb2c25420bb10262530ac47e8b1c5ec5acbd27accf1e9af7533478b6d329 wmwy+rA/Dy/elUvh97ouFm9WyoVW4WDvvAL6nHtOMVYNl31ysx+EwJv7EMPsx6BBPvqBjypQY5z7ZyB93G9gKw== IWXIhrxu85mAqWjBXlkXusL7Yi1HlftCozbMdEPZaFEdsIngUJsN3JPsFpq8sSywsxanniUnd5LM5lAXp3J4FA== Ry87YF1don8YmbHG5eYxWvrUplkHBLsQmpEuMK4u9URthEMWTqdG/KKLiKooAs4/3EU9fwaF9u7ro8sWxGd54g==
